Randomizer Version: 4.6.1-HAL
Random Seed: 113052562188845
Settings String: 322AAgEAQEBAAQABwAEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAEEZpcmUgUmVkIChVKSAxLjDynVAU48M4ig==

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
111 RHYHORN       |               - |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
112 RHYDON        |TM01 FOCUS PUNCH |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
113 CHANSEY       |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
114 TANGELA       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
115 KANGASKHAN    |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
116 HORSEA        |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
117 SEADRA        |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
118 GOLDEEN       |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
119 SEAKING       |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
120 STARYU        |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |TM29 PSYCHIC |               - |               - |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |           - |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |HM05 FLASH |              - |HM07 WATERFALL |HM08 DIVE |
121 STARMIE       |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |TM29 PSYCHIC |               - |               - |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |           - |         - |              - |TM48 SKILL SWAP |          - |            - |       - |       - |HM03 SURF |            - |HM05 FLASH |              - |HM07 WATERFALL |HM08 DIVE |
122 MR. MIME      |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
123 SCYTHER       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |TM47 STEEL WING |              - |          - |            - |HM01 CUT |       - |        - |            - |         - |HM06 ROCK SMASH |             - |        - |
124 JYNX          |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |TM12 TAUNT |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
