Randomizer Version: 4.6.1-HAL
Random Seed: 99248410065537
Settings String: 322AAgEAQH8AP8AAgEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAC0VtZXJhbGQgKFUpPZRG/+PDOIo=

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
 63 ABRA          |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 64 KADABRA       |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 65 ALAKAZAM      |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 66 MACHOP        |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 67 MACHOKE       |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 68 MACHAMP       |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 69 BELLSPROUT    |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 70 WEEPINBELL    |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 71 VICTREEBEL    |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 72 TENTACOOL     |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
 73 TENTACRUEL    |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
 74 GEODUDE       |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 75 GRAVELER      |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 76 GOLEM         |TM01 FOCUS PUNCH |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 77 PONYTA        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |              - |             - |        - |
 78 RAPIDASH      |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |              - |             - |        - |
