Randomizer Version: 4.5.1-HAL
Random Seed: 23962706501124
Settings String: 320WRECAgKXAJoAnQCRAAKjJGkECQEACQACCQASEgAAAAAADAiI5AHkRAAICTIGBQLKAHEAFlBva2Vtb24gU291bFNpbHZlciAoVSnkkKFMusobtQ==

--Randomized Evolutions--
BULBASAUR       -> VOLBEAT        
Level 37: Stone Edge
Level 41: Calm Mind
Level 45: Shock Wave
Egg Moves:
 - Reversal
 - Synthesis
 - SmellingSalt
 - Power Whip
 - Seismic Toss
 - Spark
 - Camouflage
 - Flash
 - Wake-Up Slap
 - Eruption
 - Splash
 - Bide
 - Thunderbolt

388 GROTLE -> RAIKOU
HP  38 
ATK 75 
DEF 61 
SPA 88 
SPD 135
SPE 57 
Level 1 : Growl
Level 1 : Harden
Level 1 : ViceGrip
Level 1 : Wing Attack
Level 5 : Scary Face
Level 9 : Rollout
Level 13: Ice Ball
Level 17: Giga Drain
Level 22: Psycho Boost
Level 27: Night Shade
Level 32: Role Play
Level 37: Metal Sound
Level 42: Power Whip
Level 47: Metal Burst
Level 52: Bubble

389 TORTERRA ->  (no evolution)
HP  110
ATK 55 
DEF 93 
SPA 58 
SPD 60 
SPE 95 
Level 1 : Natural Gift
Level 1 : Substitute
Level 1 : Sand-Attack
Level 1 : Nature Power
Level 1 : Blast Burn
Level 5 : Aqua Ring
Level 9 : Screech
Level 13: Explosion
Level 17: Absorb
Level 22: Leer
Level 27: Headbutt
Level 32: Psych Up
Level 33: Lock-On
Level 39: Psycho Boost
Level 45: Follow Me
Level 51: Amnesia
Level 57: Stockpile

390 CHIMCHAR -> JYNX
HP  33 
ATK 26 
DEF 23 
SPA 67 
SPD 88 
SPE 85 
Level 1 : Close Combat
Level 1 : Psycho Cut
Level 1 : Calm Mind
Level 1 : Head Smash
Level 7 : Embargo
Level 9 : Sand Tomb
Level 15: Aqua Tail
Level 17: Aeroblast
Level 23: Assurance
Level 25: Stomp
Level 31: Secret Power
Level 33: Lava Plume
Level 39: Vital Throw
Level 41: BubbleBeam
Egg Moves:
 - Return
 - Sheer Cold
 - Glare
 - Razor Wind
 - Mega Kick
 - Roar of Time
 - Nightmare
 - Confusion
 - Headbutt
 - Leer
 - Acid Armor

391 MONFERNO -> NOCTOWL
HP  28 
ATK 46 
DEF 34 
SPA 41 
SPD 59 
SPE 35 
Level 1 : Dragon Dance
Level 1 : Taunt
Level 1 : Transform
Level 1 : Chatter
Level 7 : Mud Bomb
Level 9 : Imprison
Level 14: Giga Impact
Level 16: Me First
Level 19: Sky Attack
Level 26: Heal Block
Level 29: Glare
Level 36: Punishment
Level 39: Flamethrower
Level 46: Wrap
Level 49: Egg Bomb

392 INFERNAPE ->  (no evolution)
HP  61 
ATK 137
DEF 17 
SPA 130
SPD 52 
SPE 26 
Level 1 : Powder Snow
Level 1 : Focus Punch
Level 1 : Rock Tomb
Level 1 : Flame Wheel
Level 7 : Fury Attack
Level 9 : Mega Punch
Level 14: Double Hit
Level 17: Mirror Shot
Level 21: Aqua Ring
Level 29: Zen Headbutt
Level 33: Roar of Time
Level 41: Head Smash
Level 45: Metal Sound
Level 53: FeatherDance
Level 57: Withdraw

393 PIPLUP -> TROPIUS
HP  81 
ATK 120
DEF 14 
SPA 79 
SPD 133
SPE 17 
Level 1 : Gust
Level 1 : Encore
Level 1 : Karate Chop
Level 1 : Faint Attack
Level 4 : Fury Attack
Level 8 : Shadow Sneak
Level 11: Stomp
Level 15: SmokeScreen
Level 18: Lunar Dance
Level 22: Magical Leaf
Level 25: Stone Edge
Level 29: Magic Coat
Level 32: Present
Level 36: Crush Claw
Level 39: Sleep Talk
Level 43: Fire Spin
Egg Moves:
 - Giga Impact
 - Double Team
 - Psych Up
 - Double Hit
 - Fire Punch
 - Lucky Chant
 - Night Shade
 - Iron Defense
 - Growl
 - Sandstorm
 - Fire Spin

394 PRINPLUP -> WEEDLE
HP  20 
ATK 103
DEF 117
SPA 19 
SPD 142
SPE 45 
Level 1 : Nasty Plot
Level 1 : Dragon Dance
Level 1 : Giga Impact
Level 1 : Leaf Blade
Level 4 : Thunder
Level 8 : Thrash
Level 11: Block
Level 15: Minimize
Level 16: DynamicPunch
Level 19: Rock Tomb
Level 24: Roar of Time
Level 28: Head Smash
Level 33: Tri Attack
Level 37: Grudge
Level 42: Tailwind
Level 46: Silver Wind
Level 51: Mirror Move

395 EMPOLEON ->  (no evolution)
HP  156
ATK 12 
DEF 155
SPA 75 
SPD 35 
SPE 14 
Level 1 : Poison Gas
Level 1 : Healing Wish
Level 1 : Roost
Level 1 : Heat Wave
Level 4 : Night Shade
Level 8 : Assurance
Level 11: Sand-Attack
Level 15: Mega Kick
Level 16: AncientPower
Level 19: Rage
Level 24: Ingrain
Level 28: Charm
Level 33: Icicle Spear
Level 36: Magic Coat
Level 39: Rock Slide
Level 46: Bug Buzz
Level 52: Quick Attack
Level 59: Judgment

396 STARLY -> AZURILL
HP  48 
ATK 78 
DEF 21 
SPA 16 
SPD 63 
SPE 60 
Level 1 : Mud Bomb
Level 1 : Double-Edge
Level 1 : ExtremeSpeed
Level 1 : Spark
Level 5 : SmellingSalt
Level 9 : Magma Storm
Level 13: Eruption
Level 17: Psycho Cut
Level 21: Bonemerang
Level 25: Heal Order
Level 29: Rapid Spin
Level 33: Ingrain
Level 37: Flame Wheel
Egg Moves:
 - Beat Up
 - Teleport
 - Confusion
 - Giga Impact
 - Crush Claw
 - Confuse Ray
 - Magic Coat

397 STARAVIA -> RAMPARDOS
HP  80 
ATK 93 
DEF 34 
SPA 16 
SPD 24 
SPE 89 
Level 1 : Shadow Force
Level 1 : Haze
Level 1 : Zen Headbutt
Level 1 : Icy Wind
Level 5 : Mind Reader
Level 9 : Low Kick
Level 13: Spider Web
Level 18: Grudge
Level 23: Facade
Level 28: Outrage
Level 33: Spite
Level 38: Trick
Level 43: Sheer Cold

398 STARAPTOR ->  (no evolution)
HP  89 
ATK 118
DEF 28 
SPA 25 
SPD 118
SPE 89 
Level 1 : Magic Coat
Level 1 : Metronome
Level 1 : Metal Sound
Level 1 : Outrage
Level 5 : Guillotine
Level 9 : Attract
Level 13: Double Team
Level 18: Cross Chop
Level 23: Grudge
Level 28: Lovely Kiss
Level 33: Pound
Level 34: Frenzy Plant
Level 41: Meteor Mash
Level 49: Acid Armor

399 BIDOOF -> SLAKOTH
HP  20 
ATK 49 
DEF 65 
SPA 43 
SPD 10 
SPE 36 
Level 1 : Thunder
Level 1 : Gunk Shot
Level 1 : Dragon Pulse
Level 1 : BubbleBeam
Level 5 : Barrier
Level 9 : Mud Sport
Level 13: Withdraw
Level 17: Ice Punch
Level 21: Constrict
Level 25: Megahorn
Level 29: Aura Sphere
Level 33: Endeavor
Level 37: Stomp
Level 41: Magnet Rise
Level 45: Dragon Rage
Egg Moves:
 - Reversal
 - Tail Glow
 - Stun Spore
 - Copycat
 - Mega Punch
 - Will-O-Wisp
 - Assist
 - Ice Ball

400 BIBAREL ->  (no evolution)
HP  87 
ATK 82 
DEF 18 
SPA 96 
SPD 77 
SPE 105
Level 1 : Metal Sound
Level 1 : Fury Cutter
Level 1 : Sweet Scent
Level 1 : ThunderPunch
Level 5 : Mach Punch
Level 9 : Glare
Level 13: Lucky Chant
Level 15: Power Swap
Level 18: Haze
Level 23: Bulk Up
Level 28: Revenge
Level 33: Dragon Rage
Level 38: Roar of Time
Level 43: Shadow Punch
Level 48: Worry Seed
Level 53: Fire Fang

401 KRICKETOT -> FLYGON
HP  20 
ATK 13 
DEF 20 
SPA 71 
SPD 77 
SPE 77 
Level 1 : Sand Tomb
Level 1 : Bounce
Level 1 : Spikes
Level 1 : Power Gem
Level 16: Hail

402 KRICKETUNE ->  (no evolution)
HP  71 
ATK 54 
DEF 56 
SPA 127
SPD 117
SPE 78 
Level 1 : Power Swap
Level 1 : Imprison
Level 1 : Ember
Level 1 : Leaf Storm
Level 10: Slash
Level 14: Screech
Level 18: Flame Wheel
Level 22: Lava Plume
Level 26: Minimize
Level 30: Psych Up
Level 34: BubbleBeam
Level 38: Leaf Blade
Level 42: Metal Sound
Level 46: Hi Jump Kick
Level 50: Sleep Powder

403 SHINX -> VENONAT
HP  20 
ATK 89 
DEF 27 
SPA 57 
SPD 13 
SPE 32 
Level 1 : Energy Ball
Level 1 : Wake-Up Slap
Level 1 : Return
Level 1 : Ominous Wind
Level 5 : Mind Reader
Level 9 : Psywave
Level 13: Psybeam
Level 17: Defog
Level 21: Healing Wish
Level 25: Swagger
Level 29: Hyper Fang
Level 33: Smog
Level 37: Bounce
Level 41: Poison Tail
Egg Moves:
 - Transform
 - Rollout
 - Stone Edge
 - Fire Spin
 - Thunder Fang
 - Bug Bite
 - Low Kick

404 LUXIO -> BLAZIKEN
HP  51 
ATK 151
DEF 38 
SPA 83 
SPD 24 
SPE 36 
Level 1 : Bone Club
Level 1 : Teeter Dance
Level 1 : Brine
Level 1 : Dragon Claw
Level 5 : Sand-Attack
Level 9 : Pain Split
Level 13: Iron Head
Level 18: Defense Curl
Level 23: False Swipe
Level 28: Focus Punch
Level 33: Present
Level 38: Megahorn
Level 43: Triple Kick
Level 48: Sandstorm

405 LUXRAY ->  (no evolution)
HP  136
ATK 86 
DEF 68 
SPA 48 
SPD 97 
SPE 93 
Level 1 : Teeter Dance
Level 1 : Fury Cutter
Level 1 : Mega Kick
Level 1 : Drill Peck
Level 5 : Wood Hammer
Level 9 : Bullet Seed
Level 13: Copycat
Level 18: Refresh
Level 23: SolarBeam
Level 28: Thrash
Level 35: Stun Spore
Level 42: Rock Blast
Level 49: Slam
Level 56: Dragon Pulse

406 BUDEW -> SHIFTRY
HP  20 
ATK 69 
DEF 65 
SPA 18 
SPD 74 
SPE 55 
Level 1 : Razor Leaf
Level 1 : Earthquake
Level 1 : Conversion 2
Level 1 : Thunder
Level 4 : Spacial Rend
Level 7 : Amnesia
Level 10: Assurance
Level 13: Trick
Level 16: Dizzy Punch
Egg Moves:
 - Magnet Rise
 - Leaf Storm
 - Sand-Attack
 - Psybeam
 - Protect
 - Safeguard
 - Rock Tomb
 - Crush Grip
 - Judgment

407 ROSERADE ->  (no evolution)
HP  80 
ATK 58 
DEF 85 
SPA 38 
SPD 91 
SPE 38 
Level 1 : Night Shade
Level 1 : Natural Gift
Level 1 : Charm
Level 1 : Shadow Force
Level 1 : Head Smash

408 CRANIDOS -> SMEARGLE
HP  95 
ATK 48 
DEF 51 
SPA 53 
SPD 17 
SPE 92 
Level 1 : Ingrain
Level 1 : Extrasensory
Level 1 : Sleep Talk
Level 1 : Air Cutter
Level 6 : Present
Level 10: Follow Me
Level 15: Iron Defense
Level 19: Captivate
Level 24: Heat Wave
Level 28: Confuse Ray
Level 33: Stone Edge
Level 37: SolarBeam
Level 43: Shadow Ball
Egg Moves:
 - Shadow Punch
 - Shadow Claw
 - Hydro Cannon
 - Thunder Wave
 - Facade
 - Metal Sound
 - Meteor Mash
 - DoubleSlap
 - Aromatherapy

409 RAMPARDOS ->  (no evolution)
HP  123
ATK 84 
DEF 105
SPA 12 
SPD 61 
SPE 130
Level 1 : Psywave
Level 1 : Dive
Level 1 : Pain Split
Level 1 : Egg Bomb
Level 6 : Mud Bomb
Level 10: Defend Order
Level 15: Mirror Coat
Level 19: Feint
Level 24: Captivate
Level 28: Hyper Voice
Level 30: Icicle Spear
Level 36: Fire Punch
Level 43: Payback
Level 52: Slack Off

410 SHIELDON -> LUXRAY
HP  112
ATK 64 
DEF 28 
SPA 105
SPD 51 
SPE 107
Level 1 : Thunder Fang
Level 1 : Mimic
Level 1 : Wrap
Level 1 : Psybeam
Level 6 : Stun Spore
Level 10: Thrash
Level 15: Hammer Arm
Level 19: U-turn
Level 24: Sweet Kiss
Level 28: Conversion 2
Level 33: Petal Dance
Level 37: Nasty Plot
Level 43: Agility
Egg Moves:
 - Cross Chop
 - Light Screen
 - Present
 - Acid
 - Chatter
 - Hyper Fang
 - Dragon Claw
 - Pursuit
 - Crush Grip
 - SolarBeam

411 BASTIODON ->  (no evolution)
HP  59 
ATK 90 
DEF 78 
SPA 90 
SPD 58 
SPE 61 
Level 1 : Zap Cannon
Level 1 : Fake Out
Level 1 : Volt Tackle
Level 1 : Overheat
Level 6 : Me First
Level 10: DragonBreath
Level 15: Aqua Ring
Level 19: Rock Tomb
Level 24: Haze
Level 28: Mach Punch
Level 30: Muddy Water
Level 36: Bullet Seed
Level 43: Follow Me
Level 52: Charm

412 BURMY -> TRAPINCH
HP  30 
ATK 17 
DEF 22 
SPA 32 
SPD 53 
SPE 51 
Level 1 : Comet Punch
Level 1 : Assist
Level 1 : Lovely Kiss
Level 1 : Crush Claw
Level 10: Crunch
Level 15: PoisonPowder
Level 20: Psychic

413 WORMADAM ->  (no evolution)
HP  62 
ATK 101
DEF 117
SPA 129
SPD 167
SPE 106
Level 1 : Low Kick
Level 1 : Heart Swap
Level 1 : Helping Hand
Level 1 : Magical Leaf
Level 10: Reversal
Level 15: Scary Face
Level 20: Cotton Spore
Level 23: Feint
Level 26: Ice Ball
Level 29: Sunny Day
Level 32: Mist Ball
Level 35: Teleport
Level 38: Double Kick
Level 41: Conversion 2
Level 44: Mirror Move
Level 47: Conversion

414 MOTHIM ->  (no evolution)
HP  126
ATK 22 
DEF 117
SPA 113
SPD 15 
SPE 101
Level 1 : Thunder
Level 1 : Gastro Acid
Level 1 : Meditate
Level 1 : Magma Storm
Level 10: Glare
Level 15: Assist
Level 20: Wood Hammer
Level 23: Dragon Rage
Level 26: Metal Sound
Level 29: Rock Polish
Level 32: Fury Cutter
Level 35: DragonBreath
Level 38: Frustration
Level 41: Psybeam
Level 44: SmellingSalt
Level 47: Perish Song

415 COMBEE -> HOOTHOOT
HP  38 
ATK 41 
DEF 66 
SPA 30 
SPD 42 
SPE 40 
Level 1 : Mud Shot
Level 1 : Uproar
Level 1 : Zen Headbutt
Level 1 : Ice Punch
Level 13: Stun Spore

416 VESPIQUEN ->  (no evolution)
HP  71 
ATK 71 
DEF 64 
SPA 67 
SPD 23 
SPE 117
Level 1 : Wring Out
Level 1 : Flame Wheel
Level 1 : Lava Plume
Level 1 : Hydro Pump
Level 3 : Drill Peck
Level 7 : Double Kick
Level 9 : Drain Punch
Level 13: Thunder
Level 15: Flare Blitz
Level 19: SolarBeam
Level 21: Mach Punch
Level 25: Mimic
Level 27: Icy Wind
Level 31: Acid Armor
Level 33: Poison Tail
Level 37: Focus Punch
Level 39: Skill Swap
Level 43: Draco Meteor

417 PACHIRISU ->  (no evolution)
HP  46 
ATK 141
DEF 150
SPA 113
SPD 72 
SPE 12 
Level 1 : Twineedle
Level 1 : Pound
Level 1 : Water Gun
Level 1 : Blaze Kick
Level 5 : Dive
Level 9 : Lick
Level 13: Iron Defense
Level 17: Stealth Rock
Level 21: Metronome
Level 25: Trick Room
Level 29: Headbutt
Level 33: Outrage
Level 37: Mud Shot
Egg Moves:
 - Assist
 - Mind Reader
 - Crabhammer
 - Absorb
 - Mean Look
 - Cosmic Power
 - Mega Drain

418 BUIZEL -> MOLTRES
HP  20 
ATK 75 
DEF 121
SPA 49 
SPD 63 
SPE 126
Level 1 : Payback
Level 1 : Acid Armor
Level 1 : Withdraw
Level 1 : Razor Leaf
Level 3 : Mega Punch
Level 6 : Confusion
Level 10: Dizzy Punch
Level 15: Tailwind
Level 21: Growth
Level 28: Sleep Powder
Level 36: Mud Sport
Level 45: Minimize
Egg Moves:
 - Water Spout
 - Fury Attack
 - Fire Blast
 - Worry Seed
 - False Swipe
 - Rolling Kick
 - Roar
 - Metal Sound

419 FLOATZEL ->  (no evolution)
HP  81 
ATK 57 
DEF 78 
SPA 79 
SPD 129
SPE 96 
Level 1 : Metronome
Level 1 : Synthesis
Level 1 : Thunder Wave
Level 1 : Substitute
Level 1 : Mud Shot
Level 3 : Psycho Boost
Level 6 : Slam
Level 10: Crush Grip
Level 15: Acupressure
Level 21: Return
Level 26: Detect
Level 29: Flare Blitz
Level 39: GrassWhistle
Level 50: Hyper Voice

420 CHERUBI -> WARTORTLE
HP  80 
ATK 103
DEF 65 
SPA 70 
SPD 10 
SPE 64 
Level 1 : Slack Off
Level 1 : Hydro Pump
Level 1 : Octazooka
Level 1 : Dragon Pulse
Level 7 : Signal Beam
Level 10: Roar
Level 13: Thunder Fang
Level 19: Mega Drain
Level 22: Shadow Punch
Level 28: Roar of Time
Level 31: Astonish
Level 37: Hammer Arm
Level 40: Seed Bomb
Egg Moves:
 - SmokeScreen
 - Nature Power
 - Rapid Spin
 - Swagger
 - Splash
 - Worry Seed
 - Punishment

421 CHERRIM ->  (no evolution)
HP  107
ATK 97 
DEF 70 
SPA 89 
SPD 76 
SPE 51 
Level 1 : Psybeam
Level 1 : Bug Buzz
Level 1 : Hidden Power
Level 1 : Aerial Ace
Level 7 : Shadow Claw
Level 10: String Shot
Level 13: Hydro Cannon
Level 19: Rock Slide
Level 22: Facade
Level 25: Conversion 2
Level 30: Iron Defense
Level 35: Milk Drink
Level 43: Night Slash
Level 48: Flash Cannon

422 SHELLOS -> MESPRIT
HP  47 
ATK 84 
DEF 98 
SPA 84 
SPD 92 
SPE 100
Level 1 : Seismic Toss
Level 1 : Water Spout
Level 1 : Bide
Level 1 : Blizzard
Level 2 : Flash
Level 4 : Giga Impact
Level 7 : Quick Attack
Level 11: Pain Split
Level 16: Thunder
Level 22: Mirror Coat
Level 29: Body Slam
Level 37: Silver Wind
Level 46: Trump Card
Egg Moves:
 - Petal Dance
 - Power Gem
 - Spacial Rend
 - Sucker Punch
 - Pursuit
 - Rock Wrecker
 - Ice Punch
 - Aqua Tail
 - Defog
 - Magic Coat
 - Horn Drill
 - Meditate

423 GASTRODON ->  (no evolution)
HP  81 
ATK 104
DEF 84 
SPA 83 
SPD 68 
SPE 47 
Level 1 : Eruption
Level 1 : String Shot
Level 1 : Head Smash
Level 1 : Dig
Level 2 : Embargo
Level 4 : Headbutt
Level 7 : Lock-On
Level 11: Water Pulse
Level 16: Scary Face
Level 22: SmokeScreen
Level 29: Clamp
Level 41: Double Team
Level 54: Stockpile

424 AMBIPOM ->  (no evolution)
HP  100
ATK 90 
DEF 113
SPA 25 
SPD 24 
SPE 74 
Level 1 : ThunderShock
Level 1 : Guillotine
Level 1 : Stone Edge
Level 1 : Thrash
Level 4 : Hi Jump Kick
Level 8 : Mega Kick
Level 11: Taunt
Level 15: Bullet Punch
Level 18: Dragon Rush
Level 22: Take Down
Level 25: Peck
Level 29: Sludge
Level 32: Pain Split
Level 36: Sketch
Level 39: Counter
Level 43: Fire Fang

425 DRIFLOON -> MAGIKARP
HP  65 
ATK 10 
DEF 20 
SPA 64 
SPD 10 
SPE 53 
Level 1 : Swallow
Level 1 : Return
Level 1 : DragonBreath
Level 1 : Sludge
Level 6 : Wing Attack
Level 11: Shadow Sneak
Level 14: Metal Sound
Level 17: Mud Sport
Level 22: Discharge
Level 27: Magic Coat
Level 27: Giga Impact
Level 30: Air Cutter
Level 33: Close Combat
Level 38: Meditate
Level 43: Copycat
Egg Moves:
 - False Swipe
 - Amnesia
 - Earth Power
 - Guard Swap
 - Sketch
 - Grudge
 - Iron Tail

426 DRIFBLIM ->  (no evolution)
HP  77 
ATK 72 
DEF 175
SPA 188
SPD 80 
SPE 35 
Level 1 : Zap Cannon
Level 1 : Rapid Spin
Level 1 : Leech Seed
Level 1 : DragonBreath
Level 6 : Heal Bell
Level 11: ViceGrip
Level 14: Drain Punch
Level 17: Acupressure
Level 22: Meditate
Level 27: Draco Meteor
Level 27: Pain Split
Level 32: Lucky Chant
Level 37: Pay Day
Level 44: Brine
Level 51: Reflect

427 BUNEARY -> GYARADOS
HP  64 
ATK 100
DEF 29 
SPA 19 
SPD 40 
SPE 60 
Level 1 : Hypnosis
Level 1 : Fire Spin
Level 1 : Astonish
Level 1 : Thunder
Level 6 : Supersonic
Level 13: Psybeam
Level 16: Metal Burst
Level 23: Curse
Level 26: Spore
Level 33: Role Play
Level 36: Sing
Level 43: Barrier
Level 46: Aqua Tail
Level 53: Vital Throw
Egg Moves:
 - Leaf Blade
 - Magical Leaf
 - Role Play
 - Silver Wind
 - Stockpile
 - Cross Poison
 - Defog
 - Blaze Kick
 - Psycho Cut
 - ThunderShock
 - Steel Wing
 - Aerial Ace
 - Mach Punch

428 LOPUNNY ->  (no evolution)
HP  29 
ATK 90 
DEF 15 
SPA 119
SPD 90 
SPE 65 
Level 1 : Swords Dance
Level 1 : Skill Swap
Level 1 : Water Gun
Level 1 : Zap Cannon
Level 1 : Crush Claw
Level 1 : Attack Order
Level 6 : Aura Sphere
Level 13: Shadow Sneak
Level 16: Stomp
Level 23: Assurance
Level 26: Slack Off
Level 33: Recycle
Level 36: Reversal
Level 43: SonicBoom
Level 46: Mega Kick
Level 53: Protect

429 MISMAGIUS ->  (no evolution)
HP  90 
ATK 140
DEF 80 
SPA 107
SPD 61 
SPE 32 
Level 1 : Last Resort
Level 1 : Dark Void
Level 1 : Mimic
Level 1 : Mach Punch
Level 1 : Shadow Claw
Level 1 : Tri Attack

430 HONCHKROW ->  (no evolution)
HP  103
ATK 44 
DEF 104
SPA 80 
SPD 96 
SPE 99 
Level 1 : Yawn
Level 1 : Stun Spore
Level 1 : Razor Leaf
Level 1 : Eruption
Level 25: Conversion
Level 35: Focus Energy
Level 45: Crunch
Level 55: Selfdestruct

431 GLAMEOW -> CHERRIM
HP  20 
ATK 103
DEF 62 
SPA 123
SPD 16 
SPE 124
Level 1 : Crabhammer
Level 1 : Dark Pulse
Level 1 : Confuse Ray
Level 1 : Earth Power
Level 5 : Counter
Level 8 : Mirror Shot
Level 13: Flash Cannon
Level 17: Astonish
Level 20: Submission
Level 25: Whirlwind
Level 29: Calm Mind
Level 32: Mud Bomb
Level 37: Punishment
Level 41: Vine Whip
Level 45: Shadow Force
Egg Moves:
 - Powder Snow
 - Mimic
 - Steel Wing
 - Pursuit
 - Leaf Storm
 - Headbutt
 - Fissure

432 PURUGLY ->  (no evolution)
HP  143
ATK 93 
DEF 124
SPA 10 
SPD 122
SPE 52 
Level 1 : Roar of Time
Level 1 : Hammer Arm
Level 1 : Spit Up
Level 1 : Seed Flare
Level 5 : Snatch
Level 8 : Head Smash
Level 13: Miracle Eye
Level 17: Stun Spore
Level 20: Icicle Spear
Level 25: Sludge Bomb
Level 29: Brine
Level 32: Hyper Voice
Level 37: Lock-On
Level 38: Crush Claw
Level 45: Crabhammer
Level 53: Attract

433 CHINGLING -> DODUO
HP  28 
ATK 60 
DEF 67 
SPA 10 
SPD 40 
SPE 69 
Level 1 : Magnet Rise
Level 1 : Tail Whip
Level 1 : Last Resort
Level 1 : Rock Slide
Level 6 : Roar
Level 9 : Conversion 2
Level 14: Vital Throw
Level 17: Gravity
Level 22: Double-Edge
Egg Moves:
 - Barrier
 - SonicBoom
 - Flame Wheel
 - Stockpile
 - Toxic
 - Mud Sport
 - Defend Order

434 STUNKY -> TOGEKISS
HP  52 
ATK 20 
DEF 52 
SPA 21 
SPD 55 
SPE 53 
Level 1 : Fake Out
Level 1 : Bounce
Level 1 : Rage
Level 1 : Brine
Level 4 : Copycat
Level 7 : SonicBoom
Level 10: Pay Day
Level 14: Whirlwind
Level 18: Vacuum Wave
Level 22: Frustration
Level 27: Thunder Wave
Level 32: Mirror Move
Level 38: Charm
Level 44: Withdraw
Egg Moves:
 - Hidden Power
 - Baton Pass
 - Milk Drink
 - Spit Up
 - Water Gun
 - Crush Grip
 - Snatch
 - Aromatherapy
 - Horn Attack

435 SKUNTANK ->  (no evolution)
HP  86 
ATK 121
DEF 118
SPA 84 
SPD 81 
SPE 98 
Level 1 : Avalanche
Level 1 : Leech Seed
Level 1 : Weather Ball
Level 1 : Water Pulse
Level 4 : Me First
Level 7 : Mind Reader
Level 10: Supersonic
Level 14: Selfdestruct
Level 18: Outrage
Level 22: Sleep Powder
Level 27: Water Gun
Level 32: Foresight
Level 34: Signal Beam
Level 42: Fury Attack
Level 52: Protect

436 BRONZOR -> DRATINI
HP  20 
ATK 10 
DEF 58 
SPA 58 
SPD 12 
SPE 59 
Level 1 : Thrash
Level 1 : Substitute
Level 1 : Body Slam
Level 1 : Icy Wind
Level 7 : Magnet Bomb
Level 12: Hypnosis
Level 14: Tickle
Level 19: Gastro Acid
Level 26: Nasty Plot
Level 30: Nature Power
Level 35: Recover
Level 37: Last Resort
Level 41: Water Pulse
Level 49: Kinesis
Level 52: Earth Power

437 BRONZONG ->  (no evolution)
HP  96 
ATK 101
DEF 53 
SPA 49 
SPD 43 
SPE 103
Level 1 : Fury Attack
Level 1 : Lucky Chant
Level 1 : Twister
Level 1 : Weather Ball
Level 1 : Bulk Up
Level 1 : Flame Wheel
Level 7 : Magnet Bomb
Level 12: Minimize
Level 14: Reflect
Level 19: Grass Knot
Level 26: Conversion 2
Level 30: Drill Peck
Level 33: Swift
Level 38: Vacuum Wave
Level 43: Aqua Tail
Level 50: Natural Gift
Level 61: Tickle
Level 67: Swallow

438 BONSLY -> TENTACRUEL
HP  39 
ATK 64 
DEF 75 
SPA 53 
SPD 10 
SPE 10 
Level 1 : False Swipe
Level 1 : Crunch
Level 1 : Magic Coat
Level 1 : Mega Kick
Level 6 : Head Smash
Level 9 : Dig
Level 14: Focus Energy
Level 17: Wing Attack
Level 22: Blizzard
Level 25: Ice Shard
Level 30: Karate Chop
Level 33: Attract
Level 38: Encore
Level 41: Torment
Level 46: Cross Poison
Egg Moves:
 - Blizzard
 - Counter
 - Psych Up
 - Minimize
 - Light Screen
 - Odor Sleuth

439 MIME JR. -> MANTINE
HP  72 
ATK 45 
DEF 65 
SPA 86 
SPD 61 
SPE 57 
Level 1 : Stomp
Level 1 : Outrage
Level 1 : Reflect
Level 1 : Poison Tail
Level 4 : Constrict
Level 8 : Slash
Level 11: Charge
Level 15: Endure
Level 18: Shadow Punch
Level 22: Defense Curl
Level 22: Mega Kick
Level 25: Rollout
Level 29: Take Down
Level 32: Bind
Level 36: Rock Polish
Level 39: ThunderShock
Level 43: Dragon Rush
Level 46: Bone Rush
Level 50: Meteor Mash
Egg Moves:
 - DoubleSlap
 - Spit Up
 - Pursuit
 - Lunar Dance
 - Water Spout
 - Head Smash
 - Psycho Shift
 - Drain Punch
 - Aurora Beam
 - Flail
 - Muddy Water
 - Yawn

440 HAPPINY -> WEEZING
HP  22 
ATK 23 
DEF 33 
SPA 68 
SPD 64 
SPE 10 
Level 1 : Refresh
Level 1 : Vine Whip
Level 1 : Night Shade
Level 1 : Water Pulse
Level 5 : Crush Grip
Level 9 : ViceGrip
Level 12: Rock Polish
Egg Moves:
 - Rock Wrecker
 - Superpower
 - Power Gem
 - Thunder Wave
 - Brine
 - Hidden Power
 - Blaze Kick
 - Frenzy Plant
 - Hyper Beam
 - Roost

441 CHATOT ->  (no evolution)
HP  123
ATK 195
DEF 21 
SPA 42 
SPD 143
SPE 179
Level 1 : Mud Sport
Level 1 : Iron Tail
Level 1 : Miracle Eye
Level 1 : Poison Fang
Level 5 : Conversion 2
Level 9 : Gunk Shot
Level 13: Seismic Toss
Level 17: Psychic
Level 21: Thunder Fang
Level 25: Pound
Level 29: Attract
Level 33: Megahorn
Level 37: Scratch
Level 41: Torment
Level 45: Tickle
Egg Moves:
 - Roar of Time
 - Ice Punch
 - Nature Power
 - Defense Curl
 - Sharpen

442 SPIRITOMB ->  (no evolution)
HP  118
ATK 73 
DEF 27 
SPA 81 
SPD 112
SPE 134
Level 1 : Knock Off
Level 1 : Bounce
Level 1 : Double Kick
Level 1 : Spark
Level 1 : Blizzard
Level 7 : Assurance
Level 13: Mud Bomb
Level 19: Double Hit
Level 25: Fire Spin
Level 31: Growth
Level 37: Stealth Rock
Level 43: Defog
