Randomizer Version: 4.4.0
Random Seed: 89045239238659
Settings String: 318WRIEEgKXAJoAnQCRAAKeBnsECQEAFAACCQAuEgAAAAAADBCI5ATkQYYICTIGBQIyAAUVUG9rZW1vbiBIZWFydEdvbGQgKFUpgH3a3ePDOIo=

--Randomized Evolutions--
BULBASAUR       -> BAYLEEF        
Level 51: Sludge

312 MINUN ->  (no evolution)
HP  103
ATK 77 
DEF 83 
SPA 53 
SPD 13 
SPE 77 
Level 1 : Mud Bomb
Level 1 : Shadow Force
Level 1 : Embargo
Level 1 : Shadow Claw
Level 3 : Thunder Wave
Level 7 : Switcheroo
Level 10: Charge
Level 15: Bite
Level 17: Spore
Level 21: Destiny Bond
Level 24: Leech Life
Level 29: Thief
Level 31: Nature Power
Level 35: Minimize
Level 38: Zap Cannon
Level 42: Focus Energy
Level 44: Chatter
Level 48: Psychic
Level 51: Skull Bash

313 VOLBEAT ->  (no evolution)
HP  85 
ATK 74 
DEF 91 
SPA 17 
SPD 41 
SPE 93 
Level 1 : Charm
Level 1 : Zap Cannon
Level 1 : Thief
Level 1 : Brave Bird
Level 5 : Dragon Rage
Level 9 : Razor Wind
Level 13: ThunderShock
Level 17: Psycho Cut
Level 21: Tail Glow
Level 25: Power Trick
Level 29: Roost
Level 33: Water Pulse
Level 37: Focus Blast
Level 41: Defend Order
Level 45: Recycle

314 ILLUMISE ->  (no evolution)
HP  106
ATK 48 
DEF 34 
SPA 93 
SPD 30 
SPE 89 
Level 1 : Bide
Level 1 : Slash
Level 1 : Whirlwind
Level 1 : Shadow Ball
Level 5 : Revenge
Level 9 : Water Gun
Level 13: Light Screen
Level 17: DragonBreath
Level 21: Ember
Level 25: Stealth Rock
Level 29: Iron Defense
Level 33: Twineedle
Level 37: Crunch
Level 41: Mirror Move
Level 45: Shadow Sneak

315 ROSELIA -> TROPIUS
HP  63 
ATK 77 
DEF 70 
SPA 53 
SPD 58 
SPE 80 
Level 1 : Present
Level 1 : Gunk Shot
Level 1 : Fury Cutter
Level 1 : Cross Chop
Level 4 : Seismic Toss
Level 7 : Sleep Talk
Level 10: Nightmare
Level 13: Leech Seed
Level 16: Foresight
Level 19: Crush Grip
Level 22: SmokeScreen
Level 25: Fire Blast
Level 28: Dig
Level 31: Charge Beam
Level 34: Minimize
Level 37: Safeguard
Level 40: Ice Punch
Level 43: String Shot
Level 46: Hail

316 GULPIN -> SEVIPER
HP  64 
ATK 55 
DEF 53 
SPA 57 
SPD 45 
SPE 28 
Level 1 : Detect
Level 1 : X-Scissor
Level 1 : Sky Uppercut
Level 1 : Energy Ball
Level 6 : Spacial Rend
Level 9 : Dream Eater
Level 14: Captivate
Level 17: Heal Bell
Level 23: Yawn
Level 28: Explosion
Level 34: Present
Level 34: Power Swap
Level 34: DynamicPunch
Level 39: Metal Burst
Level 44: Light Screen
Level 49: Egg Bomb
Level 54: Protect

317 SWALOT ->  (no evolution)
HP  72 
ATK 82 
DEF 89 
SPA 16 
SPD 78 
SPE 129
Level 1 : Icicle Spear
Level 1 : Brick Break
Level 1 : Facade
Level 1 : Needle Arm
Level 6 : ThunderShock
Level 9 : Confuse Ray
Level 14: Synthesis
Level 17: Volt Tackle
Level 23: Luster Purge
Level 26: Psychic
Level 30: Flamethrower
Level 38: Leer
Level 38: Bone Rush
Level 38: Trick
Level 45: Stealth Rock
Level 52: Powder Snow
Level 59: Swallow
Level 66: Captivate

318 CARVANHA -> QUAGSIRE
HP  78 
ATK 20 
DEF 40 
SPA 85 
SPD 18 
SPE 62 
Level 1 : Submission
Level 1 : Flash
Level 1 : Dragon Pulse
Level 1 : Double-Edge
Level 6 : Mirror Coat
Level 8 : Calm Mind
Level 11: Poison Fang
Level 16: Crunch
Level 18: Drain Punch
Level 21: Haze
Level 26: Spacial Rend
Level 28: Rollout
Level 31: Fire Punch
Level 36: Will-O-Wisp
Level 38: Vital Throw

319 SHARPEDO ->  (no evolution)
HP  113
ATK 31 
DEF 113
SPA 99 
SPD 58 
SPE 46 
Level 1 : Flamethrower
Level 1 : Dragon Dance
Level 1 : PoisonPowder
Level 1 : Assurance
Level 1 : Blizzard
Level 6 : Chatter
Level 8 : Metal Claw
Level 11: Sleep Powder
Level 16: Drill Peck
Level 18: Roar
Level 21: Howl
Level 26: Vine Whip
Level 28: Faint Attack
Level 30: Lucky Chant
Level 34: Acid
Level 40: SonicBoom
Level 45: SmellingSalt
Level 50: Discharge
Level 56: Spore

320 WAILMER -> MILOTIC
HP  60 
ATK 46 
DEF 75 
SPA 82 
SPD 72 
SPE 65 
Level 1 : Bind
Level 1 : Bone Club
Level 1 : Dragon Dance
Level 1 : DragonBreath
Level 4 : Sludge
Level 7 : Thunderbolt
Level 11: Poison Jab
Level 14: Acupressure
Level 17: Will-O-Wisp
Level 21: Icicle Spear
Level 24: Pluck
Level 27: Fury Cutter
Level 31: Ice Ball
Level 34: Brave Bird
Level 37: FeatherDance
Level 41: Seed Flare
Level 44: Splash
Level 47: Encore

321 WAILORD ->  (no evolution)
HP  99 
ATK 88 
DEF 99 
SPA 94 
SPD 49 
SPE 71 
Level 1 : Trick Room
Level 1 : Punishment
Level 1 : Quick Attack
Level 1 : Sludge
Level 4 : DynamicPunch
Level 7 : Rock Throw
Level 11: Mist
Level 14: Sweet Kiss
Level 17: Scratch
Level 21: Pluck
Level 24: Ember
Level 27: Recycle
Level 31: Endeavor
Level 34: Flare Blitz
Level 37: Conversion
Level 46: Destiny Bond
Level 54: Bug Bite
Level 62: Iron Head

322 NUMEL -> RHYDON
HP  72 
ATK 54 
DEF 13 
SPA 13 
SPD 80 
SPE 74 
Level 1 : Shock Wave
Level 1 : Zen Headbutt
Level 1 : Head Smash
Level 1 : Sky Attack
Level 5 : Toxic Spikes
Level 11: Trick Room
Level 15: Close Combat
Level 21: Mega Drain
Level 25: Gunk Shot
Level 31: Double Kick
Level 35: Mud-Slap
Level 41: Mud Shot
Level 45: Covet
Level 51: GrassWhistle

323 CAMERUPT ->  (no evolution)
HP  71 
ATK 40 
DEF 189
SPA 66 
SPD 27 
SPE 68 
Level 1 : Trick Room
Level 1 : Icy Wind
Level 1 : Peck
Level 1 : Focus Blast
Level 5 : Sweet Scent
Level 11: Muddy Water
Level 15: Outrage
Level 21: Brave Bird
Level 25: Defog
Level 31: Conversion
Level 33: Shadow Sneak
Level 39: BubbleBeam
Level 49: Stealth Rock
Level 57: Trick
Level 67: Odor Sleuth

324 TORKOAL ->  (no evolution)
HP  108
ATK 142
DEF 100
SPA 24 
SPD 19 
SPE 76 
Level 1 : Pay Day
Level 1 : Megahorn
Level 1 : Ice Ball
Level 1 : DragonBreath
Level 4 : Charm
Level 7 : Frenzy Plant
Level 12: BubbleBeam
Level 17: Acid
Level 20: Covet
Level 23: Spit Up
Level 28: SmellingSalt
Level 33: Reflect
Level 36: Sludge Bomb
Level 39: Swallow
Level 44: Spite
Level 49: Constrict
Level 52: Dragon Pulse
Level 55: Focus Punch

325 SPOINK -> ALAKAZAM
HP  38 
ATK 75 
DEF 22 
SPA 37 
SPD 87 
SPE 71 
Level 1 : Spider Web
Level 1 : Heal Block
Level 1 : Encore
Level 1 : Hammer Arm
Level 7 : Bullet Punch
Level 10: Shadow Claw
Level 14: Trick
Level 15: Slash
Level 18: Toxic Spikes
Level 21: Wring Out
Level 26: Extrasensory
Level 29: Mimic
Level 29: Fake Out
Level 34: Curse
Level 41: Substitute
Level 46: Morning Sun
Level 48: Tail Whip

326 GRUMPIG ->  (no evolution)
HP  91 
ATK 70 
DEF 22 
SPA 116
SPD 103
SPE 68 
Level 1 : Double Kick
Level 1 : Fling
Level 1 : Explosion
Level 1 : Faint Attack
Level 7 : Lick
Level 10: Pluck
Level 14: Healing Wish
Level 15: SmellingSalt
Level 18: Seed Bomb
Level 21: Odor Sleuth
Level 26: Constrict
Level 29: Tail Whip
Level 29: Air Cutter
Level 37: Swords Dance
Level 47: Sludge Bomb
Level 55: Assurance
Level 60: Haze

327 SPINDA ->  (no evolution)
HP  112
ATK 114
DEF 16 
SPA 45 
SPD 62 
SPE 12 
Level 1 : Aqua Tail
Level 1 : Twineedle
Level 1 : Last Resort
Level 1 : Eruption
Level 5 : Leech Seed
Level 10: Calm Mind
Level 14: Bullet Punch
Level 19: Weather Ball
Level 23: Stun Spore
Level 28: Nature Power
Level 32: Metal Burst
Level 37: Magma Storm
Level 41: Mind Reader
Level 46: Rollout
Level 50: Meditate
Level 55: Power Trick

328 TRAPINCH -> HIPPOPOTAS
HP  43 
ATK 33 
DEF 55 
SPA 36 
SPD 68 
SPE 56 
Level 1 : Night Shade
Level 1 : Sleep Talk
Level 1 : Mega Drain
Level 1 : Double Hit
Level 9 : Magic Coat
Level 17: Rage
Level 25: Octazooka
Level 33: Lovely Kiss
Level 41: Bullet Seed
Level 49: Nightmare
Level 57: Pay Day
Level 65: Sacred Fire
Level 73: Return
Level 81: Aeroblast
Level 89: Fake Out

329 VIBRAVA -> GOLEM
HP  63 
ATK 53 
DEF 42 
SPA 65 
SPD 35 
SPE 83 
Level 1 : Acid Armor
Level 1 : Heal Order
Level 1 : Double Team
Level 1 : Head Smash
Level 9 : Octazooka
Level 17: Torment
Level 25: Shock Wave
Level 33: Doom Desire
Level 35: Natural Gift
Level 41: Astonish
Level 49: Stone Edge
Level 57: Megahorn

330 FLYGON ->  (no evolution)
HP  41 
ATK 112
DEF 58 
SPA 43 
SPD 185
SPE 81 
Level 1 : Teleport
Level 1 : Fissure
Level 1 : Head Smash
Level 1 : Shadow Punch
Level 9 : Thunder
Level 17: Revenge
Level 25: Toxic
Level 33: Aeroblast
Level 35: Acid
Level 41: Gust
Level 45: Rest
Level 49: Twineedle
Level 57: Synthesis

331 CACNEA -> BELLOSSOM
HP  33 
ATK 91 
DEF 45 
SPA 21 
SPD 65 
SPE 80 
Level 1 : Double-Edge
Level 1 : Bubble
Level 1 : Lunar Dance
Level 1 : Poison Tail
Level 5 : Attract
Level 9 : Nature Power
Level 13: Camouflage
Level 17: Roar
Level 21: Fling
Level 25: Cross Chop
Level 29: Softboiled
Level 33: Fury Swipes
Level 37: Wood Hammer
Level 41: Amnesia
Level 45: Defend Order
Level 49: Attack Order
Level 53: Thunderbolt
Level 57: Sacred Fire

332 CACTURNE ->  (no evolution)
HP  73 
ATK 123
DEF 40 
SPA 95 
SPD 80 
SPE 64 
Level 1 : Ice Fang
Level 1 : Hail
Level 1 : Fling
Level 1 : Snore
Level 1 : Needle Arm
Level 5 : Charm
Level 9 : Energy Ball
Level 13: Softboiled
Level 17: Sucker Punch
Level 21: Light Screen
Level 25: Future Sight
Level 29: Miracle Eye
Level 35: Hydro Pump
Level 41: Vine Whip
Level 47: Bite
Level 53: DynamicPunch
Level 59: Brave Bird
Level 65: Switcheroo
Level 71: Perish Song

333 SWABLU -> DRIFBLIM
HP  99 
ATK 24 
DEF 11 
SPA 87 
SPD 38 
SPE 51 
Level 1 : Pluck
Level 1 : Ominous Wind
Level 1 : Eruption
Level 1 : Hydro Cannon
Level 5 : Snore
Level 9 : Gravity
Level 13: Psycho Cut
Level 18: Teeter Dance
Level 23: Vital Throw
Level 28: Lucky Chant
Level 32: Perish Song
Level 36: Peck
Level 40: Fury Swipes
Level 45: Giga Drain
Level 50: Flatter

334 ALTARIA ->  (no evolution)
HP  99 
ATK 126
DEF 73 
SPA 20 
SPD 107
SPE 65 
Level 1 : Bone Rush
Level 1 : Skull Bash
Level 1 : Baton Pass
Level 1 : Bug Buzz
Level 1 : Payback
Level 5 : SonicBoom
Level 9 : Screech
Level 13: Rock Slide
Level 18: Moonlight
Level 23: Tri Attack
Level 28: Fire Fang
Level 32: Psycho Boost
Level 35: Double Kick
Level 39: Fissure
Level 46: Seed Bomb
Level 54: Ember
Level 62: Guard Swap
Level 70: Octazooka

335 ZANGOOSE ->  (no evolution)
HP  99 
ATK 93 
DEF 50 
SPA 104
SPD 76 
SPE 35 
Level 1 : Lunar Dance
Level 1 : Feint
Level 1 : Reversal
Level 1 : Icy Wind
Level 5 : Endure
Level 9 : Defense Curl
Level 14: Swagger
Level 18: Extrasensory
Level 22: Outrage
Level 27: Vine Whip
Level 31: Psybeam
Level 35: Punishment
Level 40: Mega Drain
Level 44: Teeter Dance
Level 48: Aurora Beam
Level 53: Crabhammer

336 SEVIPER ->  (no evolution)
HP  62 
ATK 90 
DEF 81 
SPA 43 
SPD 98 
SPE 84 
Level 1 : Aeroblast
Level 1 : Hydro Pump
Level 1 : Mimic
Level 1 : Ice Fang
Level 7 : Swift
Level 10: Nasty Plot
Level 16: Gastro Acid
Level 19: Facade
Level 25: Blaze Kick
Level 28: Rock Wrecker
Level 34: Triple Kick
Level 37: Charge
Level 43: Taunt
Level 46: Comet Punch
Level 52: Calm Mind
Level 55: Overheat

337 LUNATONE ->  (no evolution)
HP  102
ATK 87 
DEF 100
SPA 62 
SPD 73 
SPE 16 
Level 1 : Cosmic Power
Level 1 : Mirror Coat
Level 1 : Mist
Level 1 : Magnet Bomb
Level 9 : Wish
Level 12: Snatch
Level 20: Withdraw
Level 23: Thunder
Level 31: Bug Buzz
Level 34: Slash
Level 42: Fling
Level 45: FeatherDance
Level 53: Power Trick
Level 56: DoubleSlap

338 SOLROCK ->  (no evolution)
HP  80 
ATK 105
DEF 54 
SPA 35 
SPD 58 
SPE 108
Level 1 : Metronome
Level 1 : Thunder Fang
Level 1 : Protect
Level 1 : Dizzy Punch
Level 9 : Conversion 2
Level 12: Metal Sound
Level 20: Quick Attack
Level 23: PoisonPowder
Level 31: Shadow Force
Level 34: Spark
Level 42: Frenzy Plant
Level 45: Lunar Dance
Level 53: Haze
Level 56: Meteor Mash

339 BARBOACH -> SANDSLASH
HP  46 
ATK 68 
DEF 37 
SPA 59 
SPD 47 
SPE 31 
Level 1 : Jump Kick
Level 1 : Cotton Spore
Level 1 : Defend Order
Level 1 : Judgment
Level 6 : Shock Wave
Level 6 : Guard Swap
Level 10: Metal Sound
Level 14: Gust
Level 18: Water Pulse
Level 22: Dragon Rage
Level 26: Mist Ball
Level 31: Mud Sport
Level 31: Snatch
Level 35: Avalanche
Level 39: Ice Fang
Level 43: Haze
Level 47: Fire Fang

340 WHISCASH ->  (no evolution)
HP  141
ATK 124
DEF 78 
SPA 73 
SPD 30 
SPE 22 
Level 1 : SmokeScreen
Level 1 : Dragon Rush
Level 1 : Luster Purge
Level 1 : Psycho Shift
Level 1 : Aeroblast
Level 6 : Lock-On
Level 6 : Heal Block
Level 10: Superpower
Level 14: Tail Whip
Level 18: Dragon Pulse
Level 22: Bubble
Level 26: Synthesis
Level 33: Pay Day
Level 33: PoisonPowder
Level 39: Kinesis
Level 45: Spit Up
Level 51: Spacial Rend
Level 57: Swallow

341 CORPHISH -> LUDICOLO
HP  66 
ATK 54 
DEF 57 
SPA 53 
SPD 31 
SPE 47 
Level 1 : Haze
Level 1 : Double Team
Level 1 : Wrap
Level 1 : Megahorn
Level 7 : DynamicPunch
Level 10: Sketch
Level 13: Barrage
Level 20: Helping Hand
Level 23: Air Slash
Level 26: Aqua Ring
Level 32: Twister
Level 35: Ominous Wind
Level 38: Poison Gas
Level 44: Egg Bomb
Level 47: Leech Seed
Level 53: Earthquake

342 CRAWDAUNT ->  (no evolution)
HP  58 
ATK 113
DEF 81 
SPA 17 
SPD 112
SPE 86 
Level 1 : Attack Order
Level 1 : Zen Headbutt
Level 1 : Lucky Chant
Level 1 : DynamicPunch
Level 7 : Meteor Mash
Level 10: Spikes
Level 13: Bubble
Level 20: Rollout
Level 23: Sleep Talk
Level 26: Brave Bird
Level 30: Ingrain
Level 34: Flash
Level 39: Odor Sleuth
Level 44: Double Team
Level 52: Block
Level 57: Scary Face
Level 65: Psybeam

343 BALTOY -> ESPEON
HP  67 
ATK 11 
DEF 63 
SPA 108
SPD 27 
SPE 25 
Level 1 : Uproar
Level 1 : Tri Attack
Level 1 : Seed Bomb
Level 1 : Psybeam
Level 3 : Heat Wave
Level 5 : Rapid Spin
Level 7 : Harden
Level 11: Rest
Level 15: Chatter
Level 19: Me First
Level 25: Disable
Level 31: Heal Bell
Level 37: Iron Tail
Level 45: Odor Sleuth
Level 53: ThunderPunch
Level 61: Sunny Day
Level 71: Psycho Cut

344 CLAYDOL ->  (no evolution)
HP  71 
ATK 101
DEF 100
SPA 100
SPD 22 
SPE 106
Level 1 : Water Pulse
Level 1 : Lovely Kiss
Level 1 : Hyper Fang
Level 1 : Rock Slide
Level 3 : Facade
Level 5 : Snatch
Level 7 : Bonemerang
Level 11: Air Slash
Level 15: Dizzy Punch
Level 19: False Swipe
Level 25: Splash
Level 31: Encore
Level 36: Healing Wish
Level 40: Absorb
Level 51: Covet
Level 62: Thief
Level 73: Cross Chop
Level 86: Fire Blast

345 LILEEP -> JUMPLUFF
HP  82 
ATK 92 
DEF 67 
SPA 24 
SPD 16 
SPE 73 
Level 1 : Sweet Kiss
Level 1 : Perish Song
Level 1 : Morning Sun
Level 1 : Aura Sphere
Level 8 : Bone Club
Level 15: Hammer Arm
Level 22: Discharge
Level 29: Mud Shot
Level 36: Mean Look
Level 43: Foresight
Level 50: Iron Head
Level 57: Embargo
Level 57: Giga Impact
Level 57: Air Slash
Level 64: Rock Throw

346 CRADILY ->  (no evolution)
HP  103
ATK 97 
DEF 19 
SPA 91 
SPD 86 
SPE 99 
Level 1 : Icicle Spear
Level 1 : Slash
Level 1 : Magical Leaf
Level 1 : Facade
Level 8 : Baton Pass
Level 15: Mud-Slap
Level 22: Mega Punch
Level 29: Minimize
Level 36: Poison Tail
Level 46: Mirror Coat
Level 56: Vine Whip
Level 66: Confuse Ray
Level 66: Jump Kick
Level 66: Grass Knot
Level 76: Silver Wind

347 ANORITH -> FORRETRESS
HP  89 
ATK 41 
DEF 66 
SPA 41 
SPD 52 
SPE 66 
Level 1 : Leaf Storm
Level 1 : Toxic
Level 1 : Slam
Level 1 : Brine
Level 7 : Sheer Cold
Level 13: Giga Drain
Level 19: Barrier
Level 25: Magnitude
Level 31: Torment
Level 37: Rapid Spin
Level 43: Aqua Tail
Level 49: Shadow Force
Level 55: Hammer Arm
Level 61: Focus Blast

348 ARMALDO ->  (no evolution)
HP  160
ATK 43 
DEF 56 
SPA 95 
SPD 15 
SPE 126
Level 1 : Refresh
Level 1 : Aeroblast
Level 1 : Silver Wind
Level 1 : Lava Plume
Level 7 : Cosmic Power
Level 13: Stone Edge
Level 19: Magic Coat
Level 25: Perish Song
Level 31: Focus Energy
Level 37: Selfdestruct
Level 46: Thunderbolt
Level 55: Sky Attack
Level 67: Horn Attack
Level 73: Blizzard

349 FEEBAS -> LAPRAS
HP  45 
ATK 25 
DEF 32 
SPA 38 
SPD 31 
SPE 29 
Level 1 : Focus Punch
Level 1 : Gust
Level 1 : DynamicPunch
Level 1 : Outrage
Level 15: Charge
Level 30: Barrage

350 MILOTIC ->  (no evolution)
HP  95 
ATK 31 
DEF 94 
SPA 202
SPD 49 
SPE 69 
Level 1 : Air Cutter
Level 1 : Foresight
Level 1 : Water Gun
Level 1 : Psychic
Level 5 : Stockpile
Level 9 : Moonlight
Level 13: Psycho Boost
Level 17: U-turn
Level 21: Spider Web
Level 25: Dive
Level 29: Toxic Spikes
Level 33: Zen Headbutt
Level 37: Sing
Level 41: Sucker Punch
Level 45: Encore
Level 49: Mind Reader

351 CASTFORM ->  (no evolution)
HP  89 
ATK 37 
DEF 97 
SPA 95 
SPD 76 
SPE 26 
Level 1 : Me First
Level 1 : Role Play
Level 1 : Attack Order
Level 1 : Double Kick
Level 10: Leaf Blade
Level 10: Tackle
Level 10: Bubble
Level 20: Water Sport
Level 20: Roar of Time
Level 20: Dizzy Punch
Level 30: Giga Impact

352 KECLEON ->  (no evolution)
HP  45 
ATK 131
DEF 36 
SPA 68 
SPD 148
SPE 11 
Level 1 : Faint Attack
Level 1 : FeatherDance
Level 1 : Growth
Level 1 : PoisonPowder
Level 1 : Fire Blast
Level 4 : Jump Kick
Level 7 : Drain Punch
Level 10: Sleep Powder
Level 14: Power Swap
Level 18: Dragon Pulse
Level 22: Psybeam
Level 27: Ice Punch
Level 32: Memento
Level 37: Minimize
Level 43: Will-O-Wisp
Level 49: Skill Swap
Level 55: Karate Chop

353 SHUPPET -> DUSCLOPS
HP  32 
ATK 68 
DEF 67 
SPA 50 
SPD 68 
SPE 11 
Level 1 : Headbutt
Level 1 : Tailwind
Level 1 : Howl
Level 1 : Power Gem
Level 5 : Spit Up
Level 8 : Thunder Wave
Level 13: Tail Whip
Level 16: Bounce
Level 20: Razor Wind
Level 23: Pluck
Level 28: Stone Edge
Level 31: Mirror Coat
Level 35: Tail Glow
Level 38: Recover
Level 43: Dream Eater
Level 46: Silver Wind
Level 50: Power Trick

354 BANETTE ->  (no evolution)
HP  52 
ATK 86 
DEF 96 
SPA 105
SPD 84 
SPE 32 
Level 1 : Dig
Level 1 : Night Shade
Level 1 : Rock Blast
Level 1 : Avalanche
Level 8 : Conversion
Level 5 : Mimic
Level 13: Synthesis
Level 16: Pursuit
Level 20: Weather Ball
Level 23: Thunderbolt
Level 28: Fire Fang
Level 31: Stockpile
Level 35: Sweet Kiss
Level 42: Mega Punch
Level 51: Focus Punch
Level 58: Aqua Tail
Level 66: Heart Swap

355 DUSKULL -> MISMAGIUS
HP  62 
ATK 23 
DEF 53 
SPA 40 
SPD 65 
SPE 52 
Level 1 : Water Sport
Level 1 : Glare
Level 1 : Drain Punch
Level 1 : Bonemerang
Level 6 : Psybeam
Level 9 : Seed Flare
Level 14: Endeavor
Level 17: Conversion 2
Level 22: Swallow
Level 25: Psycho Shift
Level 30: Bulk Up
Level 33: Super Fang
Level 38: Substitute
Level 41: Embargo
Level 46: Trump Card

356 DUSCLOPS -> MISDREAVUS
HP  109
ATK 80 
DEF 41 
SPA 35 
SPD 94 
SPE 96 
Level 1 : Rock Blast
Level 1 : Eruption
Level 1 : Tailwind
Level 1 : Confuse Ray
Level 1 : Dizzy Punch
Level 1 : Wake-Up Slap
Level 1 : Blizzard
Level 1 : Blast Burn
Level 6 : Trick Room
Level 9 : Leech Seed
Level 14: Bite
Level 17: Sing
Level 22: Hi Jump Kick
Level 25: Ingrain
Level 30: Water Spout
Level 33: Secret Power
Level 37: Heat Wave
Level 43: Rock Polish
Level 51: Psycho Shift
Level 61: Low Kick

357 TROPIUS ->  (no evolution)
HP  64 
ATK 42 
DEF 13 
SPA 88 
SPD 125
SPE 127
Level 1 : Magma Storm
Level 1 : Disable
Level 1 : Foresight
Level 1 : Aerial Ace
Level 7 : Toxic Spikes
Level 11: Poison Tail
Level 17: Cross Chop
Level 21: Leech Life
Level 27: Hydro Pump
Level 31: Magic Coat
Level 37: Thunderbolt
Level 41: Iron Defense
Level 47: Stealth Rock
Level 51: Fling
Level 57: Guillotine
Level 61: Zap Cannon

358 CHIMECHO ->  (no evolution)
HP  111
ATK 38 
DEF 72 
SPA 101
SPD 20 
SPE 82 
Level 1 : Zap Cannon
Level 1 : BubbleBeam
Level 1 : Shadow Sneak
Level 1 : Ice Beam
Level 6 : Shadow Ball
Level 9 : Revenge
Level 14: Mega Kick
Level 17: Memento
Level 22: Energy Ball
Level 25: Spacial Rend
Level 30: Taunt
Level 33: Earthquake
Level 38: SmokeScreen
Level 41: Embargo
Level 46: Mach Punch
Level 49: Rock Polish

359 ABSOL ->  (no evolution)
HP  111
ATK 155
DEF 51 
SPA 18 
SPD 40 
SPE 91 
Level 1 : Destiny Bond
Level 1 : Dragon Rush
Level 1 : Octazooka
Level 1 : Meteor Mash
Level 4 : Sleep Powder
Level 9 : Charge
Level 12: Aqua Ring
Level 17: Water Pulse
Level 20: Ice Punch
Level 25: Spore
Level 28: Cross Poison
Level 33: Lava Plume
Level 36: Lick
Level 41: Cotton Spore
Level 44: Mega Kick
Level 49: Superpower
Level 52: Air Slash
Level 57: Dragon Dance
Level 60: Seed Flare
Level 65: Silver Wind

360 WYNAUT -> KADABRA
HP  47 
ATK 28 
DEF 27 
SPA 44 
SPD 50 
SPE 63 
Level 1 : Destiny Bond
Level 1 : Supersonic
Level 1 : Torment
Level 1 : Seed Flare
Level 15: Power Trick
Level 15: Grudge
Level 15: Hyper Beam
Level 15: Slack Off

361 SNORUNT -> CLOYSTER
HP  87 
ATK 40 
DEF 21 
SPA 18 
SPD 62 
SPE 72 
Level 1 : Defog
Level 1 : Barrage
Level 1 : Volt Tackle
Level 1 : Sacred Fire
Level 4 : Scratch
Level 10: Mirror Shot
Level 13: Encore
Level 19: Razor Wind
Level 22: Air Cutter
Level 28: Draco Meteor
Level 31: Whirlwind
Level 37: Knock Off
Level 40: Sucker Punch
Level 46: Tri Attack

362 GLALIE ->  (no evolution)
HP  36 
ATK 22 
DEF 105
SPA 49 
SPD 72 
SPE 197
Level 1 : Water Spout
Level 1 : Poison Fang
Level 1 : Mimic
Level 1 : Magical Leaf
Level 4 : Counter
Level 10: Perish Song
Level 13: Crush Grip
Level 19: Bind
Level 22: Twister
Level 28: Bullet Seed
Level 31: Charge Beam
Level 37: Smog
Level 40: Hail
Level 51: Mirror Move
Level 59: Ice Ball

363 SPHEAL -> SNEASEL
HP  42 
ATK 55 
DEF 29 
SPA 59 
SPD 42 
SPE 64 
Level 1 : Grass Knot
Level 1 : Mean Look
Level 1 : Calm Mind
Level 1 : Sludge
Level 7 : Aqua Tail
Level 13: Payback
Level 19: DynamicPunch
Level 25: Dig
Level 31: Recover
Level 37: Triple Kick
Level 37: PoisonPowder
Level 43: Water Sport
Level 49: Twineedle

364 SEALEO -> EMPOLEON
HP  22 
ATK 27 
DEF 70 
SPA 165
SPD 35 
SPE 92 
Level 1 : Lunar Dance
Level 1 : Energy Ball
Level 1 : Avalanche
Level 1 : Payback
Level 7 : Leech Life
Level 13: Cross Chop
Level 19: Dragon Pulse
Level 25: Natural Gift
Level 31: Aqua Ring
Level 32: Leaf Blade
Level 39: Earth Power
Level 39: Heal Block
Level 47: Rock Polish
Level 55: Heal Bell

365 WALREIN ->  (no evolution)
HP  63 
ATK 101
DEF 78 
SPA 75 
SPD 65 
SPE 149
Level 1 : Aromatherapy
Level 1 : Nightmare
Level 1 : Dizzy Punch
Level 1 : Dragon Rush
Level 1 : Hydro Cannon
Level 7 : Avalanche
Level 13: Smog
Level 19: Wish
Level 25: Light Screen
Level 31: Poison Jab
Level 32: DragonBreath
Level 39: Aqua Tail
Level 39: Energy Ball
Level 44: Minimize
Level 52: Sleep Powder
Level 65: Wrap

366 CLAMPERL -> CRAWDAUNT
HP  32 
ATK 38 
DEF 59 
SPA 96 
SPD 28 
SPE 92 
Level 1 : Beat Up
Level 1 : Revenge
Level 1 : Sleep Talk
Level 1 : Razor Wind

367 HUNTAIL ->  (no evolution)
HP  32 
ATK 87 
DEF 133
SPA 122
SPD 79 
SPE 32 
Level 1 : Hypnosis
Level 1 : Sing
Level 1 : Reflect
Level 1 : Overheat
Level 6 : Metronome
Level 10: Stun Spore
Level 15: Metal Sound
Level 19: Toxic Spikes
Level 24: Trump Card
Level 28: Charge Beam
Level 33: Psychic
Level 37: Triple Kick
Level 42: Confuse Ray
Level 46: Payback
Level 51: Rock Blast

368 GOREBYSS ->  (no evolution)
HP  110
ATK 97 
DEF 75 
SPA 68 
SPD 46 
SPE 88 
Level 1 : Bubble
Level 1 : Discharge
Level 1 : Psywave
Level 1 : Silver Wind
Level 6 : Flare Blitz
Level 10: Megahorn
Level 15: Seismic Toss
Level 19: Psycho Boost
Level 24: Protect
Level 28: Mud Shot
Level 33: Future Sight
Level 37: Extrasensory
Level 42: Thunder Fang
Level 46: Flatter
Level 51: Pluck

369 RELICANTH ->  (no evolution)
HP  46 
ATK 83 
DEF 29 
SPA 127
