Randomizer Version: 4.5.1-HAL
Random Seed: 267551420360210
Settings String: 320WRECAgKXAJoAnQCRAAKjJGkECQEACQACCQASEgAAAAAADAiI5AHkRAAICTIGBQLKAHEAFlBva2Vtb24gU291bFNpbHZlciAoVSnkkKFMusobtQ==

--Randomized Evolutions--
BULBASAUR       -> CRESSELIA      
430 HONCHKROW     |          - |          - |         - |Rest |   - |           - |           - |Psybeam |   - |       - |Sandstorm |Spacial Rend |Thunder Fang |Drill Peck |Rock Blast |Sleep Talk |       - |         - |      - |   - |          - |         - |Detect |Psycho Shift |         - |Torment |     - |Miracle Eye |Snatch |          - |Power Whip |Last Resort |Shadow Sneak |         - |Lovely Kiss |Dizzy Punch |    - |          - |Poison Gas |      - |Amnesia |        - |      - |          - |        - |      - |    - |         - |False Swipe |          - |      - |           - |
431 GLAMEOW       |          - |Charge Beam |Camouflage |Rest |   - |Healing Wish |           - |      - |Smog |       - |        - |           - |Thunder Fang |Drill Peck |         - |Sleep Talk |Endeavor |Hyper Fang |Ingrain |   - |          - |Head Smash |     - |Psycho Shift |Fire Blast |Torment |     - |          - |     - |Powder Snow |Power Whip |          - |           - |Brave Bird |Lovely Kiss |          - |Toxic |          - |         - |      - |Amnesia |Ice Shard |Fissure |Will-O-Wisp |        - |      - |Flash |         - |          - |Horn Attack |      - |SmellingSalt |
432 PURUGLY       |Confuse Ray |Charge Beam |         - |Rest |   - |           - |           - |Psybeam |Smog |       - |        - |           - |Thunder Fang |Drill Peck |         - |         - |Endeavor |Hyper Fang |      - |Roar |Magnet Rise |         - |Detect |           - |         - |      - |     - |Miracle Eye |Snatch |          - |Power Whip |          - |Shadow Sneak |         - |          - |Dizzy Punch |Toxic |          - |         - |      - |      - |        - |      - |          - |        - |Refresh |Flash |         - |False Swipe |Horn Attack |Pay Day |           - |
433 CHINGLING     |          - |          - |         - |   - |Leer |           - |           - |Psybeam |Smog |Mud-Slap |Sandstorm |           - |           - |         - |Rock Blast |Sleep Talk |       - |Hyper Fang |Ingrain |   - |          - |Head Smash |     - |           - |Fire Blast |      - |Encore |Miracle Eye |Snatch |Powder Snow |Power Whip |          - |Shadow Sneak |Brave Bird |          - |          - |    - |Vacuum Wave |Poison Gas |Twister |      - |Ice Shard |      - |          - |        - |Refresh |    - |Rock Throw |False Swipe |          - |      - |SmellingSalt |
434 STUNKY        |          - |Charge Beam |Camouflage |   - |   - |Healing Wish |           - |Psybeam |   - |       - |Sandstorm |Spacial Rend |Thunder Fang |Drill Peck |         - |         - |       - |         - |Ingrain |   - |          - |         - |Detect |Psycho Shift |Fire Blast |Torment |     - |          - |Snatch |          - |Power Whip |          - |Shadow Sneak |         - |Lovely Kiss |Dizzy Punch |    - |          - |         - |Twister |Amnesia |Ice Shard |      - |          - |        - |Refresh |    - |Rock Throw |          - |Horn Attack |      - |SmellingSalt |
435 SKUNTANK      |Confuse Ray |          - |Camouflage |Rest |Leer |           - |Thunder Wave |      - |   - |       - |Sandstorm |           - |Thunder Fang |         - |Rock Blast |Sleep Talk |Endeavor |Hyper Fang |      - |Roar |          - |Head Smash |     - |           - |         - |Torment |Encore |Miracle Eye |     - |          - |Power Whip |Last Resort |           - |Brave Bird |          - |          - |Toxic |          - |Poison Gas |      - |Amnesia |        - |Fissure |Will-O-Wisp |Aqua Tail |      - |    - |         - |          - |          - |Pay Day |           - |
436 BRONZOR       |          - |          - |Camouflage |   - |Leer |           - |           - |      - |   - |Mud-Slap |Sandstorm |           - |           - |Drill Peck |         - |         - |       - |Hyper Fang |Ingrain |   - |          - |Head Smash |     - |Psycho Shift |Fire Blast |      - |     - |Miracle Eye |Snatch |Powder Snow |         - |Last Resort |Shadow Sneak |         - |          - |          - |Toxic |          - |         - |      - |Amnesia |Ice Shard |      - |          - |        - |      - |Flash |Rock Throw |          - |          - |      - |           - |
437 BRONZONG      |          - |Charge Beam |         - |   - |Leer |Healing Wish |           - |      - |   - |       - |        - |Spacial Rend |Thunder Fang |         - |Rock Blast |Sleep Talk |       - |Hyper Fang |Ingrain |Roar |Magnet Rise |         - |Detect |Psycho Shift |Fire Blast |Torment |Encore |          - |     - |Powder Snow |         - |          - |Shadow Sneak |         - |          - |Dizzy Punch |Toxic |Vacuum Wave |         - |      - |Amnesia |        - |      - |Will-O-Wisp |        - |      - |Flash |         - |          - |Horn Attack |      - |           - |
438 BONSLY        |Confuse Ray |          - |         - |Rest |Leer |Healing Wish |Thunder Wave |      - |Smog |       - |        - |Spacial Rend |           - |Drill Peck |         - |         - |Endeavor |Hyper Fang |Ingrain |   - |Magnet Rise |Head Smash |     - |           - |         - |Torment |Encore |Miracle Eye |Snatch |Powder Snow |         - |          - |Shadow Sneak |         - |          - |Dizzy Punch |    - |Vacuum Wave |Poison Gas |      - |Amnesia |Ice Shard |Fissure |Will-O-Wisp |        - |      - |    - |         - |False Swipe |          - |      - |SmellingSalt |
439 MIME JR.      |          - |Charge Beam |         - |   - |   - |Healing Wish |           - |Psybeam |Smog |Mud-Slap |Sandstorm |Spacial Rend |Thunder Fang |Drill Peck |Rock Blast |         - |       - |Hyper Fang |      - |Roar |          - |Head Smash |     - |           - |         - |      - |     - |          - |     - |          - |Power Whip |Last Resort |Shadow Sneak |         - |          - |          - |Toxic |Vacuum Wave |         - |      - |      - |        - |Fissure |          - |Aqua Tail |Refresh |Flash |         - |          - |Horn Attack |Pay Day |SmellingSalt |
440 HAPPINY       |          - |Charge Beam |Camouflage |   - |   - |           - |           - |Psybeam |Smog |Mud-Slap |Sandstorm |           - |Thunder Fang |Drill Peck |Rock Blast |Sleep Talk |       - |         - |      - |Roar |          - |         - |Detect |Psycho Shift |         - |Torment |     - |Miracle Eye |Snatch |Powder Snow |Power Whip |Last Resort |Shadow Sneak |Brave Bird |          - |          - |Toxic |Vacuum Wave |Poison Gas |      - |      - |        - |Fissure |          - |Aqua Tail |Refresh |Flash |         - |          - |Horn Attack |Pay Day |           - |
441 CHATOT        |          - |          - |Camouflage |   - |Leer |Healing Wish |Thunder Wave |Psybeam |   - |Mud-Slap |Sandstorm |Spacial Rend |           - |Drill Peck |Rock Blast |Sleep Talk |Endeavor |         - |      - |   - |Magnet Rise |         - |Detect |Psycho Shift |         - |      - |Encore |          - |Snatch |          - |         - |Last Resort |Shadow Sneak |         - |          - |          - |    - |          - |         - |Twister |Amnesia |        - |Fissure |Will-O-Wisp |        - |      - |Flash |Rock Throw |          - |Horn Attack |Pay Day |           - |
442 SPIRITOMB     |          - |Charge Beam |Camouflage |Rest |Leer |Healing Wish |Thunder Wave |      - |Smog |       - |        - |Spacial Rend |Thunder Fang |         - |         - |         - |Endeavor |         - |      - |   - |          - |         - |     - |           - |         - |      - |Encore |Miracle Eye |Snatch |Powder Snow |         - |          - |Shadow Sneak |         - |          - |          - |    - |Vacuum Wave |Poison Gas |      - |      - |Ice Shard |Fissure |Will-O-Wisp |        - |      - |Flash |Rock Throw |False Swipe |Horn Attack |Pay Day |SmellingSalt |
443 GIBLE         |Confuse Ray |          - |         - |Rest |Leer |Healing Wish |Thunder Wave |      - |Smog |       - |        - |           - |           - |         - |Rock Blast |         - |Endeavor |         - |Ingrain |Roar |Magnet Rise |         - |     - |Psycho Shift |         - |Torment |     - |Miracle Eye |     - |          - |Power Whip |Last Resort |           - |Brave Bird |          - |          - |    - |          - |         - |Twister |      - |Ice Shard |      - |          - |        - |      - |    - |         - |          - |          - |      - |           - |
444 GABITE        |Confuse Ray |          - |         - |   - |Leer |Healing Wish |Thunder Wave |Psybeam |   - |Mud-Slap |        - |           - |           - |Drill Peck |         - |Sleep Talk |       - |         - |Ingrain |Roar |Magnet Rise |         - |     - |           - |         - |Torment |Encore |          - |Snatch |          - |Power Whip |Last Resort |Shadow Sneak |         - |          - |          - |    - |Vacuum Wave |         - |Twister |Amnesia |        - |Fissure |          - |        - |Refresh |    - |Rock Throw |False Swipe |          - |      - |SmellingSalt |
445 GARCHOMP      |Confuse Ray |Charge Beam |         - |   - |Leer |Healing Wish |           - |      - |   - |Mud-Slap |Sandstorm |Spacial Rend |           - |         - |Rock Blast |         - |Endeavor |         - |      - |   - |Magnet Rise |Head Smash |Detect |Psycho Shift |         - |Torment |     - |Miracle Eye |Snatch |          - |Power Whip |          - |           - |Brave Bird |Lovely Kiss |Dizzy Punch |Toxic |          - |Poison Gas |Twister |Amnesia |        - |      - |Will-O-Wisp |        - |      - |Flash |         - |          - |          - |      - |           - |
446 MUNCHLAX      |Confuse Ray |          - |         - |Rest |   - |           - |Thunder Wave |      - |Smog |Mud-Slap |        - |           - |           - |         - |Rock Blast |         - |Endeavor |Hyper Fang |      - |Roar |Magnet Rise |         - |Detect |           - |         - |Torment |     - |          - |     - |Powder Snow |         - |          - |           - |         - |          - |          - |Toxic |          - |Poison Gas |Twister |Amnesia |Ice Shard |Fissure |          - |Aqua Tail |Refresh |    - |Rock Throw |False Swipe |Horn Attack |      - |           - |
447 RIOLU         |          - |          - |Camouflage |Rest |   - |Healing Wish |Thunder Wave |Psybeam |   - |Mud-Slap |Sandstorm |           - |Thunder Fang |         - |         - |Sleep Talk |Endeavor |         - |Ingrain |Roar |Magnet Rise |Head Smash |Detect |Psycho Shift |Fire Blast |Torment |Encore |Miracle Eye |     - |Powder Snow |Power Whip |          - |Shadow Sneak |Brave Bird |Lovely Kiss |          - |    - |          - |         - |Twister |Amnesia |        - |Fissure |Will-O-Wisp |Aqua Tail |Refresh |Flash |         - |False Swipe |          - |Pay Day |SmellingSalt |
448 LUCARIO       |Confuse Ray |Charge Beam |         - |Rest |   - |           - |           - |Psybeam |   - |       - |Sandstorm |Spacial Rend |Thunder Fang |         - |Rock Blast |Sleep Talk |       - |         - |Ingrain |Roar |          - |         - |Detect |Psycho Shift |Fire Blast |Torment |     - |          - |Snatch |Powder Snow |         - |          - |           - |Brave Bird |Lovely Kiss |          - |    - |          - |         - |Twister |Amnesia |        - |Fissure |          - |        - |Refresh |Flash |Rock Throw |False Swipe |          - |Pay Day |SmellingSalt |
449 HIPPOPOTAS    |          - |Charge Beam |         - |Rest |Leer |Healing Wish |           - |      - |   - |       - |Sandstorm |           - |Thunder Fang |         - |Rock Blast |Sleep Talk |Endeavor |         - |Ingrain |   - |Magnet Rise |Head Smash |Detect |           - |Fire Blast |Torment |     - |          - |     - |          - |         - |          - |Shadow Sneak |Brave Bird |          - |Dizzy Punch |    - |Vacuum Wave |Poison Gas |Twister |Amnesia |Ice Shard |Fissure |          - |        - |      - |    - |Rock Throw |          - |          - |      - |SmellingSalt |
450 HIPPOWDON     |Confuse Ray |          - |Camouflage |Rest |Leer |Healing Wish |Thunder Wave |Psybeam |Smog |Mud-Slap |        - |Spacial Rend |Thunder Fang |Drill Peck |         - |Sleep Talk |       - |         - |      - |   - |Magnet Rise |Head Smash |Detect |           - |Fire Blast |      - |Encore |          - |Snatch |Powder Snow |         - |          - |Shadow Sneak |Brave Bird |          - |Dizzy Punch |    - |Vacuum Wave |Poison Gas |Twister |Amnesia |Ice Shard |Fissure |Will-O-Wisp |Aqua Tail |      - |    - |Rock Throw |          - |Horn Attack |Pay Day |SmellingSalt |
451 SKORUPI       |Confuse Ray |Charge Beam |Camouflage |   - |   - |Healing Wish |           - |Psybeam |   - |       - |Sandstorm |           - |           - |Drill Peck |Rock Blast |Sleep Talk |Endeavor |Hyper Fang |Ingrain |Roar |          - |         - |     - |           - |Fire Blast |      - |Encore |          - |     - |Powder Snow |         - |Last Resort |           - |Brave Bird |          - |Dizzy Punch |Toxic |          - |Poison Gas |      - |Amnesia |        - |      - |Will-O-Wisp |Aqua Tail |      - |    - |Rock Throw |False Swipe |          - |      - |           - |
452 DRAPION       |Confuse Ray |          - |Camouflage |Rest |Leer |Healing Wish |           - |      - |Smog |       - |        - |Spacial Rend |           - |         - |         - |         - |Endeavor |Hyper Fang |Ingrain |Roar |          - |Head Smash |Detect |Psycho Shift |Fire Blast |Torment |Encore |Miracle Eye |Snatch |          - |         - |          - |           - |         - |          - |Dizzy Punch |    - |          - |         - |Twister |      - |        - |Fissure |Will-O-Wisp |        - |Refresh |Flash |         - |          - |Horn Attack |Pay Day |SmellingSalt |
