Randomizer Version: 4.5.1-HAL
Random Seed: 85825638270474
Settings String: 320WRECAgKXAJoAnQCRAAKjJGkECQEACQACCQASEgAAAAAADAiI5AHkRAAICTIGBQLKAHEAFlBva2Vtb24gU291bFNpbHZlciAoVSnkkKFMusobtQ==

--Randomized Evolutions--
BULBASAUR       -> HITMONCHAN     
 42 GOLBAT        |TM01 Blast Burn |                - |           - |TM04 Dizzy Punch |             - |TM06 Air Slash |TM07 Heal Order |            - |TM09 Curse |               - |TM11 Rock Throw |            - |TM13 Charm |            - |TM15 Dream Eater |             - |TM17 ThunderShock |             - |             - |TM20 Poison Jab |TM21 Encore |TM22 Pay Day |           - |TM24 Rock Wrecker |TM25 Frenzy Plant |           - |        - |              - |           - |TM30 Thunderbolt |TM31 Heat Wave |             - |              - |            - |          - |TM36 Arm Thrust |              - |TM38 Doom Desire |TM39 Double-Edge |TM40 String Shot |          - |               - |TM43 Trick |                - |        - |               - |        - |TM48 Psych Up |               - |TM50 ViceGrip |        - |TM52 Mist Ball |               - |TM54 Spacial Rend |             - |TM56 Flame Wheel |               - |TM58 Blaze Kick |TM59 Pain Split |TM60 Bubble |               - |               - |TM63 Endure |              - |                - |           - |              - |             - |              - |TM70 Double Hit |                - |TM72 Snatch |                - |              - |TM75 Conversion |TM76 Belly Drum |                - |               - |TM79 Hydro Cannon |               - |TM81 Astonish |             - |TM83 Flare Blitz |TM84 Tail Whip |TM85 Dig |              - |          - |TM88 Nightmare |TM89 Shadow Punch |TM90 Facade |        - |TM92 Memento |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 43 ODDISH        |              - |                - |           - |               - |             - |TM06 Air Slash |TM07 Heal Order |            - |         - |               - |TM11 Rock Throw |TM12 Judgment |TM13 Charm |            - |TM15 Dream Eater |TM16 Moonlight |TM17 ThunderShock |             - |             - |              - |TM21 Encore |TM22 Pay Day |TM23 Beat Up |                - |TM25 Frenzy Plant |           - |TM27 Wrap |TM28 Hydro Pump |           - |TM30 Thunderbolt |             - |TM32 Twineedle |              - |            - |TM35 Absorb |              - |              - |TM38 Doom Desire |TM39 Double-Edge |TM40 String Shot |TM41 Growth |               - |         - |                - |        - |TM46 Magnet Bomb |        - |TM48 Psych Up |TM49 Hyper Voice |            - |TM51 Howl |             - |               - |TM54 Spacial Rend |TM55 Captivate |               - |TM57 Meteor Mash |TM58 Blaze Kick |TM59 Pain Split |TM60 Bubble |               - |               - |TM63 Endure |              - |                - |           - |              - |TM68 Jump Kick |TM69 Steel Wing |              - |                - |          - |TM73 Destiny Bond |              - |TM75 Conversion |TM76 Belly Drum |TM77 Bullet Punch |TM78 Poison Fang |TM79 Hydro Cannon |               - |TM81 Astonish |TM82 Rock Tomb |               - |TM84 Tail Whip |TM85 Dig |TM86 Trump Card |          - |TM88 Nightmare |TM89 Shadow Punch |          - |        - |TM92 Memento |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 44 GLOOM         |              - |                - |           - |               - |TM05 Stockpile |TM06 Air Slash |TM07 Heal Order |TM08 Mud-Slap |         - |               - |              - |            - |         - |            - |TM15 Dream Eater |             - |TM17 ThunderShock |TM18 Heal Bell |TM19 Aqua Tail |              - |          - |TM22 Pay Day |TM23 Beat Up |                - |                - |TM26 Outrage |TM27 Wrap |              - |           - |               - |TM31 Heat Wave |             - |TM33 Horn Drill |            - |TM35 Absorb |TM36 Arm Thrust |TM37 Power Swap |               - |               - |               - |TM41 Growth |TM42 Fury Swipes |         - |TM44 Thunder Fang |TM45 Rage |               - |        - |TM48 Psych Up |TM49 Hyper Voice |            - |TM51 Howl |TM52 Mist Ball |TM53 Power Trick |TM54 Spacial Rend |             - |TM56 Flame Wheel |TM57 Meteor Mash |TM58 Blaze Kick |TM59 Pain Split |          - |TM61 Mirror Move |TM62 Gastro Acid |TM63 Endure |              - |TM65 Selfdestruct |TM66 Psychic |TM67 Skill Swap |             - |              - |              - |                - |TM72 Snatch |                - |TM74 Earthquake |              - |TM76 Belly Drum |                - |               - |                - |TM80 Night Slash |            - |TM82 Rock Tomb |TM83 Flare Blitz |             - |TM85 Dig |              - |TM87 U-turn |             - |TM89 Shadow Punch |          - |TM91 Gust |TM92 Memento |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 45 VILEPLUME     |TM01 Blast Burn |                - |           - |               - |TM05 Stockpile |TM06 Air Slash |TM07 Heal Order |            - |TM09 Curse |               - |TM11 Rock Throw |            - |         - |            - |TM15 Dream Eater |             - |                - |             - |             - |              - |TM21 Encore |TM22 Pay Day |TM23 Beat Up |                - |TM25 Frenzy Plant |TM26 Outrage |        - |TM28 Hydro Pump |TM29 Swagger |               - |             - |TM32 Twineedle |TM33 Horn Drill |            - |          - |              - |              - |TM38 Doom Desire |TM39 Double-Edge |TM40 String Shot |          - |               - |         - |                - |TM45 Rage |TM46 Magnet Bomb |TM47 Smog |TM48 Psych Up |TM49 Hyper Voice |            - |        - |             - |               - |                - |             - |               - |TM57 Meteor Mash |TM58 Blaze Kick |              - |TM60 Bubble |               - |               - |TM63 Endure |              - |                - |           - |              - |             - |TM69 Steel Wing |              - |TM71 Psycho Boost |TM72 Snatch |                - |TM74 Earthquake |              - |TM76 Belly Drum |TM77 Bullet Punch |               - |TM79 Hydro Cannon |               - |            - |             - |TM83 Flare Blitz |TM84 Tail Whip |       - |              - |TM87 U-turn |             - |                - |          - |        - |TM92 Memento |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 46 PARAS         |TM01 Blast Burn |TM02 FeatherDance |TM03 Agility |               - |             - |TM06 Air Slash |TM07 Heal Order |TM08 Mud-Slap |         - |               - |TM11 Rock Throw |TM12 Judgment |TM13 Charm |TM14 Megahorn |TM15 Dream Eater |TM16 Moonlight |TM17 ThunderShock |             - |             - |              - |          - |           - |           - |TM24 Rock Wrecker |                - |TM26 Outrage |TM27 Wrap |TM28 Hydro Pump |TM29 Swagger |               - |             - |             - |              - |            - |TM35 Absorb |              - |              - |               - |               - |               - |          - |               - |         - |TM44 Thunder Fang |TM45 Rage |TM46 Magnet Bomb |        - |            - |               - |TM50 ViceGrip |TM51 Howl |             - |TM53 Power Trick |TM54 Spacial Rend |             - |TM56 Flame Wheel |TM57 Meteor Mash |TM58 Blaze Kick |TM59 Pain Split |          - |               - |TM62 Gastro Acid |          - |              - |TM65 Selfdestruct |TM66 Psychic |TM67 Skill Swap |TM68 Jump Kick |TM69 Steel Wing |              - |                - |          - |TM73 Destiny Bond |              - |TM75 Conversion |              - |                - |TM78 Poison Fang |TM79 Hydro Cannon |               - |            - |TM82 Rock Tomb |TM83 Flare Blitz |             - |       - |TM86 Trump Card |TM87 U-turn |TM88 Nightmare |                - |TM90 Facade |        - |TM92 Memento |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 47 PARASECT      |              - |                - |TM03 Agility |TM04 Dizzy Punch |TM05 Stockpile |TM06 Air Slash |TM07 Heal Order |TM08 Mud-Slap |TM09 Curse |               - |TM11 Rock Throw |            - |TM13 Charm |TM14 Megahorn |TM15 Dream Eater |             - |TM17 ThunderShock |TM18 Heal Bell |TM19 Aqua Tail |TM20 Poison Jab |          - |TM22 Pay Day |TM23 Beat Up |TM24 Rock Wrecker |                - |           - |        - |TM28 Hydro Pump |TM29 Swagger |               - |             - |             - |              - |TM34 Meditate |TM35 Absorb |TM36 Arm Thrust |TM37 Power Swap |TM38 Doom Desire |TM39 Double-Edge |TM40 String Shot |TM41 Growth |               - |         - |TM44 Thunder Fang |        - |TM46 Magnet Bomb |TM47 Smog |TM48 Psych Up |TM49 Hyper Voice |TM50 ViceGrip |TM51 Howl |TM52 Mist Ball |               - |                - |             - |TM56 Flame Wheel |TM57 Meteor Mash |TM58 Blaze Kick |TM59 Pain Split |TM60 Bubble |               - |               - |TM63 Endure |              - |TM65 Selfdestruct |           - |TM67 Skill Swap |             - |TM69 Steel Wing |TM70 Double Hit |                - |          - |                - |TM74 Earthquake |              - |TM76 Belly Drum |                - |               - |                - |TM80 Night Slash |TM81 Astonish |TM82 Rock Tomb |               - |TM84 Tail Whip |TM85 Dig |              - |          - |             - |TM89 Shadow Punch |TM90 Facade |TM91 Gust |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 48 VENONAT       |TM01 Blast Burn |                - |TM03 Agility |TM04 Dizzy Punch |             - |             - |TM07 Heal Order |            - |TM09 Curse |TM10 Bullet Seed |TM11 Rock Throw |TM12 Judgment |         - |            - |TM15 Dream Eater |TM16 Moonlight |TM17 ThunderShock |             - |TM19 Aqua Tail |              - |TM21 Encore |TM22 Pay Day |TM23 Beat Up |                - |                - |           - |TM27 Wrap |              - |           - |TM30 Thunderbolt |TM31 Heat Wave |TM32 Twineedle |              - |            - |TM35 Absorb |TM36 Arm Thrust |              - |               - |TM39 Double-Edge |TM40 String Shot |TM41 Growth |               - |         - |TM44 Thunder Fang |TM45 Rage |TM46 Magnet Bomb |TM47 Smog |            - |TM49 Hyper Voice |            - |        - |TM52 Mist Ball |TM53 Power Trick |                - |             - |               - |TM57 Meteor Mash |              - |              - |          - |TM61 Mirror Move |               - |          - |              - |                - |TM66 Psychic |TM67 Skill Swap |             - |TM69 Steel Wing |              - |TM71 Psycho Boost |          - |                - |              - |              - |              - |TM77 Bullet Punch |TM78 Poison Fang |TM79 Hydro Cannon |TM80 Night Slash |            - |TM82 Rock Tomb |               - |             - |TM85 Dig |TM86 Trump Card |TM87 U-turn |             - |                - |TM90 Facade |        - |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 49 VENOMOTH      |              - |                - |TM03 Agility |TM04 Dizzy Punch |TM05 Stockpile |TM06 Air Slash |              - |TM08 Mud-Slap |TM09 Curse |               - |              - |TM12 Judgment |TM13 Charm |            - |               - |             - |TM17 ThunderShock |TM18 Heal Bell |             - |              - |          - |TM22 Pay Day |TM23 Beat Up |                - |                - |TM26 Outrage |        - |TM28 Hydro Pump |           - |               - |TM31 Heat Wave |TM32 Twineedle |              - |TM34 Meditate |TM35 Absorb |TM36 Arm Thrust |TM37 Power Swap |               - |               - |TM40 String Shot |          - |               - |TM43 Trick |                - |        - |               - |        - |            - |TM49 Hyper Voice |TM50 ViceGrip |        - |             - |               - |                - |             - |               - |TM57 Meteor Mash |TM58 Blaze Kick |              - |          - |               - |               - |TM63 Endure |              - |TM65 Selfdestruct |           - |TM67 Skill Swap |             - |TM69 Steel Wing |TM70 Double Hit |TM71 Psycho Boost |          - |                - |              - |TM75 Conversion |              - |TM77 Bullet Punch |TM78 Poison Fang |TM79 Hydro Cannon |               - |TM81 Astonish |TM82 Rock Tomb |TM83 Flare Blitz |             - |       - |TM86 Trump Card |          - |TM88 Nightmare |                - |          - |TM91 Gust |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 50 DIGLETT       |              - |                - |TM03 Agility |               - |             - |TM06 Air Slash |              - |            - |         - |               - |TM11 Rock Throw |            - |TM13 Charm |            - |TM15 Dream Eater |             - |                - |TM18 Heal Bell |             - |              - |          - |           - |           - |                - |TM25 Frenzy Plant |TM26 Outrage |        - |TM28 Hydro Pump |TM29 Swagger |               - |             - |TM32 Twineedle |TM33 Horn Drill |            - |          - |TM36 Arm Thrust |              - |TM38 Doom Desire |TM39 Double-Edge |TM40 String Shot |TM41 Growth |TM42 Fury Swipes |         - |TM44 Thunder Fang |        - |               - |TM47 Smog |            - |               - |TM50 ViceGrip |TM51 Howl |TM52 Mist Ball |               - |TM54 Spacial Rend |             - |TM56 Flame Wheel |TM57 Meteor Mash |              - |TM59 Pain Split |          - |TM61 Mirror Move |               - |          - |              - |TM65 Selfdestruct |TM66 Psychic |              - |TM68 Jump Kick |              - |TM70 Double Hit |TM71 Psycho Boost |          - |                - |TM74 Earthquake |TM75 Conversion |              - |TM77 Bullet Punch |TM78 Poison Fang |                - |TM80 Night Slash |            - |             - |TM83 Flare Blitz |TM84 Tail Whip |       - |TM86 Trump Card |TM87 U-turn |             - |                - |          - |TM91 Gust |TM92 Memento |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
 51 DUGTRIO       |              - |TM02 FeatherDance |           - |TM04 Dizzy Punch |TM05 Stockpile |TM06 Air Slash |              - |            - |         - |TM10 Bullet Seed |TM11 Rock Throw |TM12 Judgment |TM13 Charm |TM14 Megahorn |TM15 Dream Eater |TM16 Moonlight |                - |TM18 Heal Bell |TM19 Aqua Tail |              - |          - |TM22 Pay Day |TM23 Beat Up |                - |                - |TM26 Outrage |        - |TM28 Hydro Pump |TM29 Swagger |TM30 Thunderbolt |             - |TM32 Twineedle |TM33 Horn Drill |            - |          - |TM36 Arm Thrust |TM37 Power Swap |TM38 Doom Desire |               - |               - |          - |TM42 Fury Swipes |         - |                - |TM45 Rage |TM46 Magnet Bomb |TM47 Smog |TM48 Psych Up |               - |            - |        - |TM52 Mist Ball |TM53 Power Trick |                - |TM55 Captivate |               - |               - |              - |TM59 Pain Split |          - |               - |               - |TM63 Endure |TM64 Punishment |TM65 Selfdestruct |           - |TM67 Skill Swap |             - |              - |              - |                - |          - |TM73 Destiny Bond |TM74 Earthquake |TM75 Conversion |TM76 Belly Drum |TM77 Bullet Punch |TM78 Poison Fang |                - |               - |TM81 Astonish |             - |               - |             - |       - |              - |TM87 U-turn |TM88 Nightmare |                - |          - |TM91 Gust |           - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Whirlpool |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
